Source,X,Y,Z,Nanoseconds
VR,0.0495696,-0.206421,1.02857,411224993
VR,0.0495836,-0.206355,1.02854,411782649
VR,0.0495988,-0.206289,1.0285,412339123
VR,0.0496137,-0.20622,1.02847,412928092
VR,0.049629,-0.20615,1.02843,413519636
VR,0.0496442,-0.20608,1.02839,414116471
VR,0.0496596,-0.206015,1.02836,414674173
6e4a,1.238,2.244,0.98,414899782
6e19,1.353,2.126,0.954,415253517
VR,0.049675,-0.205944,1.02832,415271520
VR,0.0496894,-0.205879,1.02829,415830050
VR,0.0497048,-0.205809,1.02825,416420736
VR,0.0497409,-0.205768,1.02821,417010475
VR,0.0497557,-0.205702,1.02818,417571673
VR,0.049772,-0.205633,1.02814,418160253
VR,0.0497875,-0.205567,1.0281,418721444
VR,0.0498036,-0.205498,1.02807,419312466
VR,0.0498195,-0.205432,1.02803,419873771
6939,1.219,2.303,1.043,420187492
VR,0.0498359,-0.205362,1.028,420464942
VR,0.0498521,-0.205292,1.02796,421053906
VR,0.0498683,-0.205222,1.02792,421648134
VR,0.0498859,-0.205152,1.02789,422240887
VR,0.0499023,-0.205083,1.02785,422831322
VR,0.049919,-0.205012,1.02781,423429133
VR,0.0499355,-0.204943,1.02778,424018749
6e4a,1.219,2.247,0.846,424130149
VR,0.0499697,-0.204871,1.02774,424609451
VR,0.0499856,-0.204804,1.02771,425170437
VR,0.0500031,-0.204734,1.02767,425760978
VR,0.0500193,-0.204667,1.02764,426322147
VR,0.0500388,-0.204586,1.02759,427006800
VR,0.0500556,-0.204519,1.02756,427567934
VR,0.0500724,-0.204452,1.02753,428125949
VR,0.0500895,-0.204383,1.02749,428710076
6957,1.243,2.044,1.063,429139730
VR,0.0501057,-0.204316,1.02746,429269471
6939,1.197,2.303,0.93,429321130
VR,0.0501233,-0.20425,1.02742,429826920
VR,0.0501407,-0.20418,1.02739,430416557
6e4a,1.238,2.222,0.766,430555120
VR,0.0501584,-0.204113,1.02735,430977301
VR,0.0501761,-0.204043,1.02732,431565874
VR,0.0501938,-0.203973,1.02728,432154963
VR,0.0502113,-0.203904,1.02725,432737358
VR,0.050226,-0.203835,1.02722,433298306
VR,0.050243,-0.203768,1.02718,433859760
VR,0.0502614,-0.203698,1.02715,434448837
VR,0.0502783,-0.203631,1.02711,435010114
VR,0.0502967,-0.203561,1.02708,435599146
6e19,1.36,2.06,0.979,435777311
6957,1.194,2.147,1.186,435968598
VR,0.0503139,-0.203494,1.02704,436160521
VR,0.0503323,-0.203422,1.02701,436760569
VR,0.05035,-0.203354,1.02698,437321824
VR,0.0503682,-0.203284,1.02694,437913166
VR,0.0503863,-0.203214,1.02691,438497649
VR,0.0504044,-0.203144,1.02687,439086254
VR,0.0504222,-0.203075,1.02684,439647072
6939,1.204,2.301,0.84,439867342
VR,0.0504404,-0.203005,1.0268,440235929
6e19,1.35,2.056,0.84,440477383
VR,0.0504588,-0.202934,1.02677,440825863
VR,0.0504771,-0.202863,1.02673,441417602
VR,0.0504557,-0.202746,1.02669,442009845
